cluster_id,genome_id,cluster_size
GCF_024362785.1_NZ_CP093301.1_1782,GCF_024362785.1,319
GCF_024362785.1_NZ_CP093301.1_2188,GCF_024362785.1,32
GCF_024362785.1_NZ_CP093301.1_2421,GCF_024362785.1,20
GCF_024362785.1_NZ_CP093301.1_2424,GCF_024362785.1,20
GCF_024362785.1_NZ_CP093301.1_2452,GCF_024362785.1,15
GCF_024362785.1_NZ_CP093301.1_2504,GCF_024362785.1,10
GCF_024362785.1_NZ_CP093301.1_2527,GCF_024362785.1,41
GCF_024362785.1_NZ_CP093301.1_2557,GCF_024362785.1,18
GCF_024362785.1_NZ_CP093301.1_2584,GCF_024362785.1,16
GCF_024362785.1_NZ_CP093301.1_2630,GCF_024362785.1,15
GCF_024362785.1_NZ_CP093301.1_2648,GCF_024362785.1,17
GCF_024362785.1_NZ_CP093301.1_2660,GCF_024362785.1,14
GCF_024362785.1_NZ_CP093301.1_2689,GCF_024362785.1,13
GCF_024362785.1_NZ_CP093301.1_2793,GCF_024362785.1,20
GCF_024362785.1_NZ_CP093301.1_3017,GCF_024362785.1,18
GCF_024362785.1_NZ_CP093301.1_3069,GCF_024362785.1,456
GCF_024362785.1_NZ_CP093301.1_3095,GCF_024362785.1,22
GCF_024362785.1_NZ_CP093301.1_3367,GCF_024362785.1,332
GCF_024362785.1_NZ_CP093301.1_3395,GCF_024362785.1,14
GCF_024362785.1_NZ_CP093301.1_3403,GCF_024362785.1,38
GCF_024362785.1_NZ_CP093301.1_3425,GCF_024362785.1,23
GCF_024362785.1_NZ_CP093301.1_345,GCF_024362785.1,25
GCF_024362785.1_NZ_CP093301.1_3575,GCF_024362785.1,12
GCF_024362785.1_NZ_CP093301.1_3633,GCF_024362785.1,38
GCF_024362785.1_NZ_CP093301.1_3693,GCF_024362785.1,50
GCF_024362785.1_NZ_CP093301.1_3804,GCF_024362785.1,22
GCF_024362785.1_NZ_CP093301.1_3809,GCF_024362785.1,22
GCF_024362785.1_NZ_CP093301.1_385,GCF_024362785.1,16
GCF_024362785.1_NZ_CP093301.1_3867,GCF_024362785.1,55
GCF_024362785.1_NZ_CP093301.1_394,GCF_024362785.1,76
GCF_024362785.1_NZ_CP093301.1_4043,GCF_024362785.1,23
GCF_024362785.1_NZ_CP093301.1_4091,GCF_024362785.1,10
GCF_024362785.1_NZ_CP093301.1_4165,GCF_024362785.1,33
GCF_024362785.1_NZ_CP093301.1_4319,GCF_024362785.1,13
GCF_024362785.1_NZ_CP093301.1_4322,GCF_024362785.1,18
GCF_024362785.1_NZ_CP093301.1_4384,GCF_024362785.1,14
GCF_024362785.1_NZ_CP093301.1_4391,GCF_024362785.1,740
GCF_024362785.1_NZ_CP093301.1_4402,GCF_024362785.1,196
GCF_024362785.1_NZ_CP093301.1_57,GCF_024362785.1,112
GCF_024362785.1_NZ_CP093301.1_619,GCF_024362785.1,109
GCF_024362785.1_NZ_CP093301.1_67,GCF_024362785.1,67
GCF_024362785.1_NZ_CP093301.1_702,GCF_024362785.1,217
GCF_024362785.1_NZ_CP093301.1_757,GCF_024362785.1,208
GCF_024362785.1_NZ_CP093301.1_767,GCF_024362785.1,34
GCF_024362785.1_NZ_CP093301.1_790,GCF_024362785.1,11
GCF_024362785.1_NZ_CP093301.1_798,GCF_024362785.1,24
GCF_024362785.1_NZ_CP093301.1_989,GCF_024362785.1,14
GCF_024362785.1_NZ_CP093301.1_999,GCF_024362785.1,318
GCF_024362805.1_NZ_CP093299.1_1097,GCF_024362805.1,116
GCF_024362805.1_NZ_CP093299.1_113,GCF_024362805.1,72
GCF_024362805.1_NZ_CP093299.1_1443,GCF_024362805.1,42
GCF_024362805.1_NZ_CP093299.1_1512,GCF_024362805.1,124
GCF_024362805.1_NZ_CP093299.1_1551,GCF_024362805.1,12
GCF_024362805.1_NZ_CP093299.1_1572,GCF_024362805.1,92
GCF_024362805.1_NZ_CP093299.1_160,GCF_024362805.1,37
GCF_024362805.1_NZ_CP093299.1_1632,GCF_024362805.1,22
GCF_024362805.1_NZ_CP093299.1_1719,GCF_024362805.1,13
GCF_024362805.1_NZ_CP093299.1_1745,GCF_024362805.1,10
GCF_024362805.1_NZ_CP093299.1_1792,GCF_024362805.1,29
GCF_024362805.1_NZ_CP093299.1_1871,GCF_024362805.1,17
GCF_024362805.1_NZ_CP093299.1_2061,GCF_024362805.1,15
GCF_024362805.1_NZ_CP093299.1_207,GCF_024362805.1,13
GCF_024362805.1_NZ_CP093299.1_2153,GCF_024362805.1,26
GCF_024362805.1_NZ_CP093299.1_2156,GCF_024362805.1,13
GCF_024362805.1_NZ_CP093299.1_2167,GCF_024362805.1,66
GCF_024362805.1_NZ_CP093299.1_2190,GCF_024362805.1,42
GCF_024362805.1_NZ_CP093299.1_2191,GCF_024362805.1,19
GCF_024362805.1_NZ_CP093299.1_2651,GCF_024362805.1,120
GCF_024362805.1_NZ_CP093299.1_2676,GCF_024362805.1,14
GCF_024362805.1_NZ_CP093299.1_2783,GCF_024362805.1,24
GCF_024362805.1_NZ_CP093299.1_2787,GCF_024362805.1,15
GCF_024362805.1_NZ_CP093299.1_2883,GCF_024362805.1,72
GCF_024362805.1_NZ_CP093299.1_2985,GCF_024362805.1,108
GCF_024362805.1_NZ_CP093299.1_3006,GCF_024362805.1,73
GCF_024362805.1_NZ_CP093299.1_3085,GCF_024362805.1,12
GCF_024362805.1_NZ_CP093299.1_312,GCF_024362805.1,102
GCF_024362805.1_NZ_CP093299.1_3406,GCF_024362805.1,36
GCF_024362805.1_NZ_CP093299.1_3410,GCF_024362805.1,551
GCF_024362805.1_NZ_CP093299.1_3461,GCF_024362805.1,14
GCF_024362805.1_NZ_CP093299.1_353,GCF_024362805.1,14
GCF_024362805.1_NZ_CP093299.1_3642,GCF_024362805.1,85
GCF_024362805.1_NZ_CP093299.1_370,GCF_024362805.1,21
GCF_024362805.1_NZ_CP093299.1_371,GCF_024362805.1,22
GCF_024362805.1_NZ_CP093299.1_3854,GCF_024362805.1,15
GCF_024362805.1_NZ_CP093299.1_396,GCF_024362805.1,13
GCF_024362805.1_NZ_CP093299.1_3972,GCF_024362805.1,15
GCF_024362805.1_NZ_CP093299.1_484,GCF_024362805.1,19
GCF_024362805.1_NZ_CP093299.1_571,GCF_024362805.1,14
GCF_024362805.1_NZ_CP093299.1_687,GCF_024362805.1,276
GCF_024362805.1_NZ_CP093299.1_714,GCF_024362805.1,11
GCF_024362805.1_NZ_CP093299.1_758,GCF_024362805.1,36
GCF_024362805.1_NZ_CP093299.1_791,GCF_024362805.1,12
GCF_024362805.1_NZ_CP093299.1_870,GCF_024362805.1,40
GCF_024362805.1_NZ_CP093299.1_877,GCF_024362805.1,27
GCF_024381035.1_NZ_CP101524.1_1204,GCF_024381035.1,18
GCF_024381035.1_NZ_CP101524.1_1218,GCF_024381035.1,16
GCF_024381035.1_NZ_CP101524.1_1258,GCF_024381035.1,35
GCF_024381035.1_NZ_CP101524.1_1373,GCF_024381035.1,15
GCF_024381035.1_NZ_CP101524.1_149,GCF_024381035.1,12
GCF_024381035.1_NZ_CP101524.1_1656,GCF_024381035.1,13
GCF_024381035.1_NZ_CP101524.1_1953,GCF_024381035.1,18
GCF_024381035.1_NZ_CP101524.1_199,GCF_024381035.1,98
GCF_024381035.1_NZ_CP101524.1_2487,GCF_024381035.1,29
GCF_024381035.1_NZ_CP101524.1_2501,GCF_024381035.1,18
GCF_024381035.1_NZ_CP101524.1_2817,GCF_024381035.1,231
GCF_024381035.1_NZ_CP101524.1_3477,GCF_024381035.1,43
GCF_024381035.1_NZ_CP101525.1_1292,GCF_024381035.1,29
GCF_024381035.1_NZ_CP101525.1_1331,GCF_024381035.1,15
GCF_024381035.1_NZ_CP101525.1_1634,GCF_024381035.1,12
GCF_024381035.1_NZ_CP101525.1_166,GCF_024381035.1,17
GCF_024381035.1_NZ_CP101525.1_1758,GCF_024381035.1,23
GCF_024381035.1_NZ_CP101525.1_214,GCF_024381035.1,34
GCF_024381035.1_NZ_CP101525.1_2146,GCF_024381035.1,11
GCF_024381035.1_NZ_CP101525.1_2216,GCF_024381035.1,10
GCF_024381035.1_NZ_CP101525.1_2263,GCF_024381035.1,22
GCF_024381035.1_NZ_CP101525.1_2378,GCF_024381035.1,32
GCF_024381035.1_NZ_CP101525.1_238,GCF_024381035.1,26
GCF_024381035.1_NZ_CP101525.1_2470,GCF_024381035.1,17
GCF_024381035.1_NZ_CP101525.1_2505,GCF_024381035.1,17
GCF_024381035.1_NZ_CP101525.1_2561,GCF_024381035.1,35
GCF_024381035.1_NZ_CP101525.1_2610,GCF_024381035.1,26
GCF_024381035.1_NZ_CP101525.1_2684,GCF_024381035.1,17
GCF_024381035.1_NZ_CP101525.1_2726,GCF_024381035.1,18
GCF_024381035.1_NZ_CP101525.1_274,GCF_024381035.1,64
GCF_024381035.1_NZ_CP101525.1_283,GCF_024381035.1,25
GCF_024381035.1_NZ_CP101525.1_589,GCF_024381035.1,66
GCF_024381035.1_NZ_CP101525.1_600,GCF_024381035.1,10
GCF_024381035.1_NZ_CP101525.1_609,GCF_024381035.1,10
GCF_024381035.1_NZ_CP101525.1_742,GCF_024381035.1,50
GCF_024381035.1_NZ_CP101526.1_230,GCF_024381035.1,12
GCF_024381035.1_NZ_CP101526.1_361,GCF_024381035.1,20
GCF_024381035.1_NZ_CP101526.1_405,GCF_024381035.1,28
GCF_024381035.1_NZ_CP101526.1_479,GCF_024381035.1,17
GCF_024381035.1_NZ_CP101526.1_497,GCF_024381035.1,10
GCF_024381035.1_NZ_CP101526.1_510,GCF_024381035.1,23
GCF_024381035.1_NZ_CP101526.1_519,GCF_024381035.1,46
GCF_024381035.1_NZ_CP101526.1_576,GCF_024381035.1,10
GCF_024381035.1_NZ_CP101526.1_599,GCF_024381035.1,33
GCF_024381035.1_NZ_CP101526.1_669,GCF_024381035.1,29
GCF_024381035.1_NZ_CP101526.1_829,GCF_024381035.1,12
GCF_024381035.1_NZ_CP101526.1_873,GCF_024381035.1,21
GCF_024381035.1_NZ_CP101526.1_987,GCF_024381035.1,33
GCF_024397795.1_NZ_CP072983.1_1012,GCF_024397795.1,23
GCF_024397795.1_NZ_CP072983.1_1078,GCF_024397795.1,22
GCF_024397795.1_NZ_CP072983.1_1101,GCF_024397795.1,22
GCF_024397795.1_NZ_CP072983.1_112,GCF_024397795.1,24
GCF_024397795.1_NZ_CP072983.1_1130,GCF_024397795.1,24
GCF_024397795.1_NZ_CP072983.1_1133,GCF_024397795.1,24
GCF_024397795.1_NZ_CP072983.1_1152,GCF_024397795.1,13
GCF_024397795.1_NZ_CP072983.1_1207,GCF_024397795.1,22
GCF_024397795.1_NZ_CP072983.1_1222,GCF_024397795.1,10
GCF_024397795.1_NZ_CP072983.1_1227,GCF_024397795.1,13
GCF_024397795.1_NZ_CP072983.1_127,GCF_024397795.1,20
GCF_024397795.1_NZ_CP072983.1_1355,GCF_024397795.1,14
GCF_024397795.1_NZ_CP072983.1_1363,GCF_024397795.1,22
GCF_024397795.1_NZ_CP072983.1_1376,GCF_024397795.1,25
GCF_024397795.1_NZ_CP072983.1_1422,GCF_024397795.1,21
GCF_024397795.1_NZ_CP072983.1_1477,GCF_024397795.1,13
GCF_024397795.1_NZ_CP072983.1_1504,GCF_024397795.1,25
GCF_024397795.1_NZ_CP072983.1_163,GCF_024397795.1,21
GCF_024397795.1_NZ_CP072983.1_190,GCF_024397795.1,22
GCF_024397795.1_NZ_CP072983.1_191,GCF_024397795.1,40
GCF_024397795.1_NZ_CP072983.1_29,GCF_024397795.1,21
GCF_024397795.1_NZ_CP072983.1_35,GCF_024397795.1,20
GCF_024397795.1_NZ_CP072983.1_393,GCF_024397795.1,19
GCF_024397795.1_NZ_CP072983.1_429,GCF_024397795.1,55
GCF_024397795.1_NZ_CP072983.1_444,GCF_024397795.1,23
GCF_024397795.1_NZ_CP072983.1_501,GCF_024397795.1,25
GCF_024397795.1_NZ_CP072983.1_512,GCF_024397795.1,22
GCF_024397795.1_NZ_CP072983.1_518,GCF_024397795.1,18
GCF_024397795.1_NZ_CP072983.1_575,GCF_024397795.1,12
GCF_024397795.1_NZ_CP072983.1_600,GCF_024397795.1,21
GCF_024397795.1_NZ_CP072983.1_64,GCF_024397795.1,20
GCF_024397795.1_NZ_CP072983.1_700,GCF_024397795.1,16
GCF_024397795.1_NZ_CP072983.1_71,GCF_024397795.1,15
GCF_024397795.1_NZ_CP072983.1_727,GCF_024397795.1,23
GCF_024397795.1_NZ_CP072983.1_73,GCF_024397795.1,23
GCF_024397795.1_NZ_CP072983.1_738,GCF_024397795.1,17
GCF_024397795.1_NZ_CP072983.1_754,GCF_024397795.1,11
GCF_024397795.1_NZ_CP072983.1_815,GCF_024397795.1,12
GCF_024397795.1_NZ_CP072983.1_896,GCF_024397795.1,197
GCF_024397795.1_NZ_CP072983.1_942,GCF_024397795.1,25
GCF_024397795.1_NZ_CP072983.1_981,GCF_024397795.1,23
GCF_024397795.1_NZ_CP072983.1_992,GCF_024397795.1,23
GCF_024397795.1_NZ_CP072985.1_154,GCF_024397795.1,10
GCF_024397795.1_NZ_CP072985.1_180,GCF_024397795.1,11
GCF_024397795.1_NZ_CP072985.1_243,GCF_024397795.1,11
GCF_024397795.1_NZ_CP072985.1_43,GCF_024397795.1,11
GCF_024397795.1_NZ_CP072985.1_54,GCF_024397795.1,18
GCF_024397795.1_NZ_CP072985.1_95,GCF_024397795.1,27
GCF_024397855.1_NZ_CP073343.1_1000,GCF_024397855.1,33
GCF_024397855.1_NZ_CP073343.1_1054,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_1075,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_1094,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_1112,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_1236,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_128,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_1296,GCF_024397855.1,17
GCF_024397855.1_NZ_CP073343.1_1506,GCF_024397855.1,18
GCF_024397855.1_NZ_CP073343.1_1550,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_1641,GCF_024397855.1,89
GCF_024397855.1_NZ_CP073343.1_1704,GCF_024397855.1,644
GCF_024397855.1_NZ_CP073343.1_1710,GCF_024397855.1,35
GCF_024397855.1_NZ_CP073343.1_1817,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_1834,GCF_024397855.1,10
GCF_024397855.1_NZ_CP073343.1_1944,GCF_024397855.1,10
GCF_024397855.1_NZ_CP073343.1_2008,GCF_024397855.1,10
GCF_024397855.1_NZ_CP073343.1_2011,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_2039,GCF_024397855.1,10
GCF_024397855.1_NZ_CP073343.1_2075,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_2082,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_2104,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_2484,GCF_024397855.1,13
GCF_024397855.1_NZ_CP073343.1_249,GCF_024397855.1,10
GCF_024397855.1_NZ_CP073343.1_2670,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_2702,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_2801,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_2835,GCF_024397855.1,57
GCF_024397855.1_NZ_CP073343.1_2905,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_2926,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_311,GCF_024397855.1,17
GCF_024397855.1_NZ_CP073343.1_3113,GCF_024397855.1,13
GCF_024397855.1_NZ_CP073343.1_3269,GCF_024397855.1,24
GCF_024397855.1_NZ_CP073343.1_3449,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_3486,GCF_024397855.1,103
GCF_024397855.1_NZ_CP073343.1_3514,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_3603,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_3694,GCF_024397855.1,11
GCF_024397855.1_NZ_CP073343.1_3885,GCF_024397855.1,24
GCF_024397855.1_NZ_CP073343.1_395,GCF_024397855.1,478
GCF_024397855.1_NZ_CP073343.1_3976,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_44,GCF_024397855.1,39
GCF_024397855.1_NZ_CP073343.1_458,GCF_024397855.1,42
GCF_024397855.1_NZ_CP073343.1_56,GCF_024397855.1,15
GCF_024397855.1_NZ_CP073343.1_571,GCF_024397855.1,42
GCF_024397855.1_NZ_CP073343.1_59,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_602,GCF_024397855.1,15
GCF_024397855.1_NZ_CP073343.1_758,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_88,GCF_024397855.1,12
GCF_024397855.1_NZ_CP073343.1_898,GCF_024397855.1,10
GCF_024397895.1_NZ_CP073346.1_1240,GCF_024397895.1,14
GCF_024397895.1_NZ_CP073346.1_1262,GCF_024397895.1,173
GCF_024397895.1_NZ_CP073346.1_1336,GCF_024397895.1,15
GCF_024397895.1_NZ_CP073346.1_1361,GCF_024397895.1,10
GCF_024397895.1_NZ_CP073346.1_1427,GCF_024397895.1,172
GCF_024397895.1_NZ_CP073346.1_1428,GCF_024397895.1,171
GCF_024397895.1_NZ_CP073346.1_1497,GCF_024397895.1,10
GCF_024397895.1_NZ_CP073346.1_1512,GCF_024397895.1,35
GCF_024397895.1_NZ_CP073346.1_1554,GCF_024397895.1,128
GCF_024397895.1_NZ_CP073346.1_1645,GCF_024397895.1,74
GCF_024397895.1_NZ_CP073346.1_1647,GCF_024397895.1,21
GCF_024397895.1_NZ_CP073346.1_1669,GCF_024397895.1,12
GCF_024397895.1_NZ_CP073346.1_1714,GCF_024397895.1,32
GCF_024397895.1_NZ_CP073346.1_1937,GCF_024397895.1,98
GCF_024397895.1_NZ_CP073346.1_1938,GCF_024397895.1,128
GCF_024397895.1_NZ_CP073346.1_1989,GCF_024397895.1,11
GCF_024397895.1_NZ_CP073346.1_1998,GCF_024397895.1,78
GCF_024397895.1_NZ_CP073346.1_2113,GCF_024397895.1,305
GCF_024397895.1_NZ_CP073346.1_2249,GCF_024397895.1,13
GCF_024397895.1_NZ_CP073346.1_2278,GCF_024397895.1,171
GCF_024397895.1_NZ_CP073346.1_2408,GCF_024397895.1,16
GCF_024397895.1_NZ_CP073346.1_2459,GCF_024397895.1,21
GCF_024397895.1_NZ_CP073346.1_2511,GCF_024397895.1,29
GCF_024397895.1_NZ_CP073346.1_2537,GCF_024397895.1,54
GCF_024397895.1_NZ_CP073346.1_2546,GCF_024397895.1,14
GCF_024397895.1_NZ_CP073346.1_260,GCF_024397895.1,21
GCF_024397895.1_NZ_CP073346.1_267,GCF_024397895.1,14
GCF_024397895.1_NZ_CP073346.1_2775,GCF_024397895.1,30
GCF_024397895.1_NZ_CP073346.1_2790,GCF_024397895.1,26
GCF_024397895.1_NZ_CP073346.1_2855,GCF_024397895.1,227
GCF_024397895.1_NZ_CP073346.1_3086,GCF_024397895.1,15
GCF_024397895.1_NZ_CP073346.1_3090,GCF_024397895.1,26
GCF_024397895.1_NZ_CP073346.1_3285,GCF_024397895.1,12
GCF_024397895.1_NZ_CP073346.1_340,GCF_024397895.1,90
GCF_024397895.1_NZ_CP073346.1_3415,GCF_024397895.1,172
GCF_024397895.1_NZ_CP073346.1_3477,GCF_024397895.1,58
GCF_024397895.1_NZ_CP073346.1_3499,GCF_024397895.1,32
GCF_024397895.1_NZ_CP073346.1_3505,GCF_024397895.1,49
GCF_024397895.1_NZ_CP073346.1_3534,GCF_024397895.1,11
GCF_024397895.1_NZ_CP073346.1_3620,GCF_024397895.1,130
GCF_024397895.1_NZ_CP073346.1_3692,GCF_024397895.1,21
GCF_024397895.1_NZ_CP073346.1_3745,GCF_024397895.1,25
GCF_024397895.1_NZ_CP073346.1_3753,GCF_024397895.1,181
GCF_024397895.1_NZ_CP073346.1_3833,GCF_024397895.1,47
GCF_024397895.1_NZ_CP073346.1_3846,GCF_024397895.1,84
GCF_024397895.1_NZ_CP073346.1_3905,GCF_024397895.1,42
GCF_024397895.1_NZ_CP073346.1_3926,GCF_024397895.1,29
GCF_024397895.1_NZ_CP073346.1_3999,GCF_024397895.1,38
GCF_024397895.1_NZ_CP073346.1_4086,GCF_024397895.1,444
GCF_024397895.1_NZ_CP073346.1_4238,GCF_024397895.1,17
GCF_024397895.1_NZ_CP073346.1_4266,GCF_024397895.1,16
GCF_024397895.1_NZ_CP073346.1_441,GCF_024397895.1,16
GCF_024397895.1_NZ_CP073346.1_516,GCF_024397895.1,64
GCF_024397895.1_NZ_CP073346.1_537,GCF_024397895.1,67
GCF_024397895.1_NZ_CP073346.1_748,GCF_024397895.1,29
GCF_024397895.1_NZ_CP073346.1_795,GCF_024397895.1,12
GCF_024397895.1_NZ_CP073346.1_852,GCF_024397895.1,14
GCF_024397895.1_NZ_CP073346.1_861,GCF_024397895.1,28
GCF_024397895.1_NZ_CP073346.1_940,GCF_024397895.1,224
GCF_024397915.1_NZ_CP073347.1_1045,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_1065,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_1076,GCF_024397915.1,40
GCF_024397915.1_NZ_CP073347.1_1121,GCF_024397915.1,51
GCF_024397915.1_NZ_CP073347.1_1176,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_1256,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_126,GCF_024397915.1,20
GCF_024397915.1_NZ_CP073347.1_1303,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_1312,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_1331,GCF_024397915.1,42
GCF_024397915.1_NZ_CP073347.1_1472,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_1475,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_1537,GCF_024397915.1,460
GCF_024397915.1_NZ_CP073347.1_1587,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_1606,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_1624,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_164,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_1663,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_1674,GCF_024397915.1,28
GCF_024397915.1_NZ_CP073347.1_1697,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_1702,GCF_024397915.1,13
GCF_024397915.1_NZ_CP073347.1_1804,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_199,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_2098,GCF_024397915.1,235
GCF_024397915.1_NZ_CP073347.1_2222,GCF_024397915.1,15
GCF_024397915.1_NZ_CP073347.1_2230,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_2231,GCF_024397915.1,33
GCF_024397915.1_NZ_CP073347.1_2262,GCF_024397915.1,20
GCF_024397915.1_NZ_CP073347.1_2362,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_2369,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_2402,GCF_024397915.1,54
GCF_024397915.1_NZ_CP073347.1_2454,GCF_024397915.1,10
GCF_024397915.1_NZ_CP073347.1_2455,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_2482,GCF_024397915.1,34
GCF_024397915.1_NZ_CP073347.1_2524,GCF_024397915.1,24
GCF_024397915.1_NZ_CP073347.1_253,GCF_024397915.1,95
GCF_024397915.1_NZ_CP073347.1_2584,GCF_024397915.1,39
GCF_024397915.1_NZ_CP073347.1_2593,GCF_024397915.1,35
GCF_024397915.1_NZ_CP073347.1_2598,GCF_024397915.1,268
GCF_024397915.1_NZ_CP073347.1_2604,GCF_024397915.1,106
GCF_024397915.1_NZ_CP073347.1_2672,GCF_024397915.1,15
GCF_024397915.1_NZ_CP073347.1_2725,GCF_024397915.1,28
GCF_024397915.1_NZ_CP073347.1_2743,GCF_024397915.1,34
GCF_024397915.1_NZ_CP073347.1_2772,GCF_024397915.1,133
GCF_024397915.1_NZ_CP073347.1_282,GCF_024397915.1,56
GCF_024397915.1_NZ_CP073347.1_2824,GCF_024397915.1,13
GCF_024397915.1_NZ_CP073347.1_2842,GCF_024397915.1,47
GCF_024397915.1_NZ_CP073347.1_2881,GCF_024397915.1,10
GCF_024397915.1_NZ_CP073347.1_2888,GCF_024397915.1,328
GCF_024397915.1_NZ_CP073347.1_2929,GCF_024397915.1,18
GCF_024397915.1_NZ_CP073347.1_3114,GCF_024397915.1,38
GCF_024397915.1_NZ_CP073347.1_3117,GCF_024397915.1,19
GCF_024397915.1_NZ_CP073347.1_3285,GCF_024397915.1,32
GCF_024397915.1_NZ_CP073347.1_3356,GCF_024397915.1,18
GCF_024397915.1_NZ_CP073347.1_3387,GCF_024397915.1,18
GCF_024397915.1_NZ_CP073347.1_3462,GCF_024397915.1,1004
GCF_024397915.1_NZ_CP073347.1_3539,GCF_024397915.1,15
GCF_024397915.1_NZ_CP073347.1_3594,GCF_024397915.1,46
GCF_024397915.1_NZ_CP073347.1_3604,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_3605,GCF_024397915.1,17
GCF_024397915.1_NZ_CP073347.1_3610,GCF_024397915.1,11
GCF_024397915.1_NZ_CP073347.1_3642,GCF_024397915.1,64
GCF_024397915.1_NZ_CP073347.1_3732,GCF_024397915.1,23
GCF_024397915.1_NZ_CP073347.1_3738,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_3780,GCF_024397915.1,37
GCF_024397915.1_NZ_CP073347.1_3807,GCF_024397915.1,19
GCF_024397915.1_NZ_CP073347.1_3815,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_3859,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_3969,GCF_024397915.1,175
GCF_024397915.1_NZ_CP073347.1_4159,GCF_024397915.1,66
GCF_024397915.1_NZ_CP073347.1_4174,GCF_024397915.1,38
GCF_024397915.1_NZ_CP073347.1_4196,GCF_024397915.1,13
GCF_024397915.1_NZ_CP073347.1_4261,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_4331,GCF_024397915.1,10
GCF_024397915.1_NZ_CP073347.1_4335,GCF_024397915.1,26
GCF_024397915.1_NZ_CP073347.1_4435,GCF_024397915.1,21
GCF_024397915.1_NZ_CP073347.1_4547,GCF_024397915.1,116
GCF_024397915.1_NZ_CP073347.1_462,GCF_024397915.1,14
GCF_024397915.1_NZ_CP073347.1_559,GCF_024397915.1,418
GCF_024397915.1_NZ_CP073347.1_57,GCF_024397915.1,41
GCF_024397915.1_NZ_CP073347.1_756,GCF_024397915.1,15
GCF_024397915.1_NZ_CP073347.1_816,GCF_024397915.1,12
GCF_024397915.1_NZ_CP073347.1_827,GCF_024397915.1,16
GCF_024397915.1_NZ_CP073347.1_851,GCF_024397915.1,13
GCF_024398575.1_NZ_CP074073.1_107,GCF_024398575.1,30
GCF_024398575.1_NZ_CP074073.1_1201,GCF_024398575.1,10
GCF_024398575.1_NZ_CP074073.1_1354,GCF_024398575.1,12
GCF_024398575.1_NZ_CP074073.1_1559,GCF_024398575.1,1116
GCF_024398575.1_NZ_CP074073.1_1623,GCF_024398575.1,11
GCF_024398575.1_NZ_CP074073.1_1740,GCF_024398575.1,27
GCF_024398575.1_NZ_CP074073.1_1965,GCF_024398575.1,22
GCF_024398575.1_NZ_CP074073.1_1966,GCF_024398575.1,73
