genome_index,genome_id,genus,species,full_name
5798,GCF_030285945.1_Bacillus_arachidis_6mer,Bacillus,arachidis,Bacillus_arachidis
5799,GCF_030286045.1_Propionimicrobium_sp__PCR01-08-3_6mer,Propionimicrobium,sp,Propionimicrobium_sp
5800,GCF_030291795.1_Streptomyces_antimycoticus_6mer,Streptomyces,antimycoticus,Streptomyces_antimycoticus
5801,GCF_030291935.1_Halobacillus_sp__ACCC02827_6mer,Halobacillus,sp,Halobacillus_sp
5802,GCF_030294405.1_Staphylococcus_casei_6mer,Staphylococcus,casei,Staphylococcus_casei
5803,GCF_030294945.1_Streptomyces_graminofaciens_6mer,Streptomyces,graminofaciens,Streptomyces_graminofaciens
5804,GCF_030294985.1_Methylomarinovum_tepidoasis_6mer,Methylomarinovum,tepidoasis,Methylomarinovum_tepidoasis
5805,GCF_030295285.1_Cutibacterium_granulosum_6mer,Cutibacterium,granulosum,Cutibacterium_granulosum
5806,GCF_030295325.1_Haliovirga_abyssi_6mer,Haliovirga,abyssi,Haliovirga_abyssi
5807,GCF_030295385.1_Geothrix_oryzae_6mer,Geothrix,oryzae,Geothrix_oryzae
5808,GCF_030295405.1_Mesoterricola_silvestris_6mer,Mesoterricola,silvestris,Mesoterricola_silvestris
5809,GCF_030295425.1_Mesoterricola_sediminis_6mer,Mesoterricola,sediminis,Mesoterricola_sediminis
5810,GCF_030295765.1_Neptuniibacter_halophilus_6mer,Neptuniibacter,halophilus,Neptuniibacter_halophilus
5811,GCF_030295865.1_Metamycoplasma_equirhinis_6mer,Metamycoplasma,equirhinis,Metamycoplasma_equirhinis
5812,GCF_030295915.1_Thalassotalea_sediminis_6mer,Thalassotalea,sediminis,Thalassotalea_sediminis
5813,GCF_030295935.1_Thalassotalea_piscium_6mer,Thalassotalea,piscium,Thalassotalea_piscium
5814,GCF_030295955.1_Thalassotalea_agarivorans_6mer,Thalassotalea,agarivorans,Thalassotalea_agarivorans
5815,GCF_030295975.1_Thalassotalea_atypica_6mer,Thalassotalea,atypica,Thalassotalea_atypica
5816,GCF_030295995.1_Thalassotalea_hakodatensis_6mer,Thalassotalea,hakodatensis,Thalassotalea_hakodatensis
5817,GCF_030296055.1_Hydrogenimonas_cancrithermarum_6mer,Hydrogenimonas,cancrithermarum,Hydrogenimonas_cancrithermarum
5818,GCF_030296555.1_Microbacterium_suwonense_6mer,Microbacterium,suwonense,Microbacterium_suwonense
5819,GCF_030296575.1_Paraoerskovia_sediminicola_6mer,Paraoerskovia,sediminicola,Paraoerskovia_sediminicola
5820,GCF_030296595.1_Naasia_aerilata_6mer,Naasia,aerilata,Naasia_aerilata
5821,GCF_030296615.1_Frondihabitans_sucicola_6mer,Frondihabitans,sucicola,Frondihabitans_sucicola
5822,GCF_030296655.1_Barrientosiimonas_endolithica_6mer,Barrientosiimonas,endolithica,Barrientosiimonas_endolithica
5823,GCF_030296675.1_Demequina_sediminis_6mer,Demequina,sediminis,Demequina_sediminis
5824,GCF_030296695.1_Agromyces_mangrovi_6mer,Agromyces,mangrovi,Agromyces_mangrovi
5825,GCF_030296755.1_Methylophaga_marina_6mer,Methylophaga,marina,Methylophaga_marina
5826,GCF_030296895.1_Helicobacter_felistomachi_6mer,Helicobacter,felistomachi,Helicobacter_felistomachi
5827,GCF_030296935.1_Coprobacter_fastidiosus_6mer,Coprobacter,fastidiosus,Coprobacter_fastidiosus
5828,GCF_030297015.1_Brooklawnia_propionicigenes_6mer,Brooklawnia,propionicigenes,Brooklawnia_propionicigenes
5829,GCF_030297115.1_Marinobacter_shengliensis_6mer,Marinobacter,shengliensis,Marinobacter_shengliensis
5830,GCF_030297135.1_Pseudoalteromonas_apostichopi_6mer,Pseudoalteromonas,apostichopi,Pseudoalteromonas_apostichopi
5831,GCF_030297155.1_Vibrio_apostichopi_6mer,Vibrio,apostichopi,Vibrio_apostichopi
5832,GCF_030297175.1_Marinobacter_apostichopi_6mer,Marinobacter,apostichopi,Marinobacter_apostichopi
5833,GCF_030315915.2_Providencia_zhijiangensis_6mer,Providencia,zhijiangensis,Providencia_zhijiangensis
5834,GCF_030316055.1_Paraburkholderia_bonniea_6mer,Paraburkholderia,bonniea,Paraburkholderia_bonniea
5835,GCF_030316135.1_Aliiglaciecola_sp__LCG003_6mer,Aliiglaciecola,sp,Aliiglaciecola_sp
5836,GCF_030322905.1_Pseudoxanthomonas_winnipegensis_6mer,Pseudoxanthomonas,winnipegensis,Pseudoxanthomonas_winnipegensis
5837,GCF_030323025.1_Pseudanabaena_mucicola_str__Chao_1806_6mer,Pseudanabaena,mucicola,Pseudanabaena_mucicola
5838,GCF_030323265.1_Terrirhizobium_terrae_6mer,Terrirhizobium,terrae,Terrirhizobium_terrae
5839,GCF_030323645.1_Ectopseudomonas_guguanensis_6mer,Ectopseudomonas,guguanensis,Ectopseudomonas_guguanensis
5840,GCF_030323865.1_Pseudarthrobacter_defluvii_6mer,Pseudarthrobacter,defluvii,Pseudarthrobacter_defluvii
5841,GCF_030344915.1_Neopusillimonas_aromaticivorans_6mer,Neopusillimonas,aromaticivorans,Neopusillimonas_aromaticivorans
5842,GCF_030344935.1_Algibacter_luteus_6mer,Algibacter,luteus,Algibacter_luteus
5843,GCF_030347395.1_Microbacterium_albipurpureum_6mer,Microbacterium,albipurpureum,Microbacterium_albipurpureum
5844,GCF_030369615.1_Geobacillus_stearothermophilus_ATCC_12980_6mer,Geobacillus,stearothermophilus,Geobacillus_stearothermophilus
5845,GCF_030369635.1_Microbacterium_arborescens_6mer,Microbacterium,arborescens,Microbacterium_arborescens
5846,GCF_030369675.1_Peteryoungia_algae_6mer,Peteryoungia,algae,Peteryoungia_algae
5847,GCF_030370465.1_Pseudomonas_brenneri_6mer,Pseudomonas,brenneri,Pseudomonas_brenneri
5848,GCF_030376725.1_Macrococcus_bovicus_6mer,Macrococcus,bovicus,Macrococcus_bovicus
5849,GCF_030378165.1_Flavobacterium_panacagri_6mer,Flavobacterium,panacagri,Flavobacterium_panacagri
5850,GCF_030388245.1_Paracoccus_sp__TOH_6mer,Paracoccus,sp,Paracoccus_sp
5851,GCF_030388325.1_Flavobacterium_johnsoniae_6mer,Flavobacterium,johnsoniae,Flavobacterium_johnsoniae
5852,GCF_030388665.1_Streptomyces_flavofungini_6mer,Streptomyces,flavofungini,Streptomyces_flavofungini
5853,GCF_030389495.1_Ligilactobacillus_cholophilus_6mer,Ligilactobacillus,cholophilus,Ligilactobacillus_cholophilus
5854,GCF_030389965.1_Candidatus_Chlorohelix_allophototropha_6mer,Candidatus,Chlorohelix,Candidatus_Chlorohelix
5855,GCF_030406125.1_Enterobacter_pseudoroggenkampii_6mer,Enterobacter,pseudoroggenkampii,Enterobacter_pseudoroggenkampii
5856,GCF_030406665.1_Halomonas_halophila_6mer,Halomonas,halophila,Halomonas_halophila
5857,GCF_030406725.1_Pseudoblastomonas_flavescens_6mer,Pseudoblastomonas,flavescens,Pseudoblastomonas_flavescens
5858,GCF_030406775.1_Sporosarcina_trichiuri_6mer,Sporosarcina,trichiuri,Sporosarcina_trichiuri
5859,GCF_030406905.1_Streptomyces_chengbuensis_6mer,Streptomyces,chengbuensis,Streptomyces_chengbuensis
5860,GCF_030407165.1_Fontisubflavum_oceani_6mer,Fontisubflavum,oceani,Fontisubflavum_oceani
5861,GCF_030408355.1_Corynebacterium_afermentans_subsp__afermentans_6mer,Corynebacterium,afermentans,Corynebacterium_afermentans
5862,GCF_030408415.1_Corynebacterium_appendicis_CIP_107643_6mer,Corynebacterium,appendicis,Corynebacterium_appendicis
5863,GCF_030408435.1_Corynebacterium_auriscanis_6mer,Corynebacterium,auriscanis,Corynebacterium_auriscanis
5864,GCF_030408455.1_Corynebacterium_atrinae_6mer,Corynebacterium,atrinae,Corynebacterium_atrinae
5865,GCF_030408575.1_Corynebacterium_auris_6mer,Corynebacterium,auris,Corynebacterium_auris
5866,GCF_030408595.1_Corynebacterium_canis_6mer,Corynebacterium,canis,Corynebacterium_canis
5867,GCF_030408675.1_Corynebacterium_durum_6mer,Corynebacterium,durum,Corynebacterium_durum
5868,GCF_030408715.1_Corynebacterium_confusum_6mer,Corynebacterium,confusum,Corynebacterium_confusum
5869,GCF_030408735.1_Corynebacterium_faecale_6mer,Corynebacterium,faecale,Corynebacterium_faecale
5870,GCF_030408755.1_Corynebacterium_felinum_6mer,Corynebacterium,felinum,Corynebacterium_felinum
5871,GCF_030408775.1_Corynebacterium_fournieri_6mer,Corynebacterium,fournieri,Corynebacterium_fournieri
5872,GCF_030408795.1_Corynebacterium_hansenii_6mer,Corynebacterium,hansenii,Corynebacterium_hansenii
5873,GCF_030408815.1_Corynebacterium_freiburgense_6mer,Corynebacterium,freiburgense,Corynebacterium_freiburgense
5874,GCF_030408875.1_Corynebacterium_gottingense_6mer,Corynebacterium,gottingense,Corynebacterium_gottingense
5875,GCF_030408915.1_Corynebacterium_guangdongense_6mer,Corynebacterium,guangdongense,Corynebacterium_guangdongense
5876,GCF_030412785.1_Paraburkholderia_sabiae_6mer,Paraburkholderia,sabiae,Paraburkholderia_sabiae
5877,GCF_030413175.1_Bradyrhizobium_roseum_6mer,Bradyrhizobium,roseum,Bradyrhizobium_roseum
5878,GCF_030413595.1_Planococcus_liqunii_6mer,Planococcus,liqunii,Planococcus_liqunii
5879,GCF_030413615.1_Planococcus_shixiaomingii_6mer,Planococcus,shixiaomingii,Planococcus_shixiaomingii
5880,GCF_030413635.1_Planococcus_shenhongbingii_6mer,Planococcus,shenhongbingii,Planococcus_shenhongbingii
5881,GCF_030419005.1_Eleftheria_terrae_6mer,Eleftheria,terrae,Eleftheria_terrae
5882,GCF_030436145.1_Treponema_paraluiscuniculi_6mer,Treponema,paraluiscuniculi,Treponema_paraluiscuniculi
5883,GCF_030436165.1_Borreliella_yangtzensis_6mer,Borreliella,yangtzensis,Borreliella_yangtzensis
5884,GCF_030436345.2_Borreliella_tanukii_6mer,Borreliella,tanukii,Borreliella_tanukii
5885,GCF_030436405.2_Borreliella_valaisiana_6mer,Borreliella,valaisiana,Borreliella_valaisiana
5886,GCF_030436445.2_Borreliella_spielmanii_6mer,Borreliella,spielmanii,Borreliella_spielmanii
5887,GCF_030437705.2_Borreliella_lanei_6mer,Borreliella,lanei,Borreliella_lanei
5888,GCF_030437945.2_Borreliella_kurtenbachii_6mer,Borreliella,kurtenbachii,Borreliella_kurtenbachii
5889,GCF_030438115.2_Borreliella_japonica_6mer,Borreliella,japonica,Borreliella_japonica
5890,GCF_030438365.2_Borreliella_finlandensis_6mer,Borreliella,finlandensis,Borreliella_finlandensis
5891,GCF_030438475.2_Borreliella_californiensis_6mer,Borreliella,californiensis,Borreliella_californiensis
5892,GCF_030439285.2_Borreliella_turdi_6mer,Borreliella,turdi,Borreliella_turdi
5893,GCF_030439775.2_Borreliella_bissettiae_6mer,Borreliella,bissettiae,Borreliella_bissettiae
5894,GCF_030440305.1_Corynebacterium_hadale_6mer,Corynebacterium,hadale,Corynebacterium_hadale
5895,GCF_030440315.3_Borreliella_carolinensis_6mer,Borreliella,carolinensis,Borreliella_carolinensis
5896,GCF_030440365.2_Borreliella_lusitaniae_6mer,Borreliella,lusitaniae,Borreliella_lusitaniae
5897,GCF_030440425.1_Microbulbifer_spongiae_6mer,Microbulbifer,spongiae,Microbulbifer_spongiae
5898,GCF_030440535.1_Corynebacterium_capitovis_DSM_44611_6mer,Corynebacterium,capitovis,Corynebacterium_capitovis
5899,GCF_030440555.1_Corynebacterium_caspium_DSM_44850_6mer,Corynebacterium,caspium,Corynebacterium_caspium
5900,GCF_030440575.1_Corynebacterium_ciconiae_DSM_44920_6mer,Corynebacterium,ciconiae,Corynebacterium_ciconiae
5901,GCF_030444335.1_Polaribacter_huanghezhanensis_6mer,Polaribacter,huanghezhanensis,Polaribacter_huanghezhanensis
5902,GCF_030450005.1_Gluconobacter_oxydans_6mer,Gluconobacter,oxydans,Gluconobacter_oxydans
5903,GCF_030450055.1_Gallaecimonas_kandeliae_6mer,Gallaecimonas,kandeliae,Gallaecimonas_kandeliae
5904,GCF_030486685.2_Corynebacterium_pseudokroppenstedtii_6mer,Corynebacterium,pseudokroppenstedtii,Corynebacterium_pseudokroppenstedtii
5905,GCF_030490285.1_Methylomonas_montana_6mer,Methylomonas,montana,Methylomonas_montana
5906,GCF_030490905.1_Streptomyces_olivoreticuli_6mer,Streptomyces,olivoreticuli,Streptomyces_olivoreticuli
5907,GCF_030503675.1_Lutimonas_zeaxanthinifaciens_6mer,Lutimonas,zeaxanthinifaciens,Lutimonas_zeaxanthinifaciens
5908,GCF_030503835.1_Rathayibacter_oskolensis_6mer,Rathayibacter,oskolensis,Rathayibacter_oskolensis
5909,GCF_030503855.1_Marivirga_salinarum_6mer,Marivirga,salinarum,Marivirga_salinarum
5910,GCF_030503875.2_Marivirga_arenosa_6mer,Marivirga,arenosa,Marivirga_arenosa
5911,GCF_030505355.1_Flavobacterium_pectinovorum_6mer,Flavobacterium,pectinovorum,Flavobacterium_pectinovorum
5912,GCF_030505695.1_Halomonas_alkalicola_6mer,Halomonas,alkalicola,Halomonas_alkalicola
5913,GCF_030506185.2_Azotobacter_vinelandii_6mer,Azotobacter,vinelandii,Azotobacter_vinelandii
5914,GCF_030506285.1_Catalinimonas_niigatensis_6mer,Catalinimonas,niigatensis,Catalinimonas_niigatensis
5915,GCF_030506305.1_Porifericola_rhodea_6mer,Porifericola,rhodea,Porifericola_rhodea
5916,GCF_030506325.1_Tunicatimonas_pelagia_6mer,Tunicatimonas,pelagia,Tunicatimonas_pelagia
5917,GCF_030517065.1_Riemerella_columbina_6mer,Riemerella,columbina,Riemerella_columbina
5918,GCF_030517105.1_Gallibacterium_salpingitidis_6mer,Gallibacterium,salpingitidis,Gallibacterium_salpingitidis
5919,GCF_030520085.1_Staphylococcus_devriesei_6mer,Staphylococcus,devriesei,Staphylococcus_devriesei
5920,GCF_030520105.1_Candidatus_Fervidibacter_sacchari_6mer,Candidatus,Fervidibacter,Candidatus_Fervidibacter
5921,GCF_030520125.1_Advenella_alkanexedens_6mer,Advenella,alkanexedens,Advenella_alkanexedens
5922,GCF_030534335.1_Marivirga_harenae_6mer,Marivirga,harenae,Marivirga_harenae
5923,GCF_030540775.2_Flavivirga_abyssicola_6mer,Flavivirga,abyssicola,Flavivirga_abyssicola
5924,GCF_030545245.1_Rhodomicrobium_lacus_6mer,Rhodomicrobium,lacus,Rhodomicrobium_lacus
5925,GCF_030549525.1_Stenotrophomonas_tuberculopleuritidis_6mer,Stenotrophomonas,tuberculopleuritidis,Stenotrophomonas_tuberculopleuritidis
5926,GCF_030549615.1_Stenotrophomonas_pigmentata_6mer,Stenotrophomonas,pigmentata,Stenotrophomonas_pigmentata
5927,GCF_030550815.1_Candidatus_Mycoplasma_mahonii_6mer,Candidatus,Mycoplasma,Candidatus_Mycoplasma
5928,GCF_030552895.1_Tatumella_ptyseos_6mer,Tatumella,ptyseos,Tatumella_ptyseos
5929,GCF_030582835.1_Chimaeribacter_arupi_6mer,Chimaeribacter,arupi,Chimaeribacter_arupi
5930,GCF_030583585.1_Bradyrhizobium_elkanii_6mer,Bradyrhizobium,elkanii,Bradyrhizobium_elkanii
5931,GCF_030622045.1_Planctellipticum_variicoloris_6mer,Planctellipticum,variicoloris,Planctellipticum_variicoloris
5932,GCF_030623315.1_Pseudogemmatithrix_spongiicola_6mer,Pseudogemmatithrix,spongiicola,Pseudogemmatithrix_spongiicola
5933,GCF_030643825.1_Salinispirillum_sp__LH_10-3-1_6mer,Salinispirillum,sp,Salinispirillum_sp
5934,GCF_030643905.1_Flavobacterium_rivulicola_6mer,Flavobacterium,rivulicola,Flavobacterium_rivulicola
5935,GCF_030644185.1_Actinomyces_massiliensis_6mer,Actinomyces,massiliensis,Actinomyces_massiliensis
5936,GCF_030644205.1_Mogibacterium_neglectum_6mer,Mogibacterium,neglectum,Mogibacterium_neglectum
5937,GCF_030644225.1_Selenomonas_dianae_6mer,Selenomonas,dianae,Selenomonas_dianae
5938,GCF_030644385.1_Stomatobaculum_sp__F0698_6mer,Stomatobaculum,sp,Stomatobaculum_sp
5939,GCF_030656875.1_Prescottella_sp__R16_6mer,Prescottella,sp,Prescottella_sp
5940,GCF_030657355.1_Radicibacter_daui_6mer,Radicibacter,daui,Radicibacter_daui
5941,GCF_030687295.1_Pseudomonas_beijingensis_6mer,Pseudomonas,beijingensis,Pseudomonas_beijingensis
5942,GCF_030687315.1_Pseudomonas_hefeiensis_6mer,Pseudomonas,hefeiensis,Pseudomonas_hefeiensis
5943,GCF_030687395.1_Pseudomonas_wuhanensis_6mer,Pseudomonas,wuhanensis,Pseudomonas_wuhanensis
5944,GCF_030687735.1_Pseudomonas_canadensis_6mer,Pseudomonas,canadensis,Pseudomonas_canadensis
5945,GCF_030687915.1_Pseudomonas_cucumis_6mer,Pseudomonas,cucumis,Pseudomonas_cucumis
5946,GCF_030717995.2_Methylomarinum_roseum_6mer,Methylomarinum,roseum,Methylomarinum_roseum
5947,GCF_030718845.1_Mycoplasma_seminis_6mer,Mycoplasma,seminis,Mycoplasma_seminis
5948,GCF_030718995.1_Arthrobacter_oryzae_6mer,Arthrobacter,oryzae,Arthrobacter_oryzae
5949,GCF_030719215.1_Streptomyces_glycanivorans_6mer,Streptomyces,glycanivorans,Streptomyces_glycanivorans
5950,GCF_030719235.1_Streptomyces_poriferorum_6mer,Streptomyces,poriferorum,Streptomyces_poriferorum
5951,GCF_030719275.1_Streptomyces_laculatispora_6mer,Streptomyces,laculatispora,Streptomyces_laculatispora
5952,GCF_030719295.1_Streptomyces_castrisilvae_6mer,Streptomyces,castrisilvae,Streptomyces_castrisilvae
5953,GCF_030733865.1_Shinella_sumterensis_6mer,Shinella,sumterensis,Shinella_sumterensis
5954,GCF_030736795.1_Micromonospora_profundi_6mer,Micromonospora,profundi,Micromonospora_profundi
5955,GCF_030758295.1_Pararhizobium_sp__IMCC21322_6mer,Pararhizobium,sp,Pararhizobium_sp
5956,GCF_030758415.1_Parvularcula_sp__IMCC14364_6mer,Parvularcula,sp,Parvularcula_sp
5957,GCF_030758455.1_Erwinia_pyri_6mer,Erwinia,pyri,Erwinia_pyri
5958,GCF_030758615.1_Gilliamella_apis_6mer,Gilliamella,apis,Gilliamella_apis
5959,GCF_030758655.1_Snodgrassella_alvi_6mer,Snodgrassella,alvi,Snodgrassella_alvi
5960,GCF_030758975.1_Bosea_beijingensis_6mer,Bosea,beijingensis,Bosea_beijingensis
5961,GCF_030759015.1_Paramuribaculum_intestinale_6mer,Paramuribaculum,intestinale,Paramuribaculum_intestinale
5962,GCF_030762805.1_Aciduricibacillus_chroicocephali_6mer,Aciduricibacillus,chroicocephali,Aciduricibacillus_chroicocephali
5963,GCF_030770265.1_Lacticaseibacillus_parahuelsenbergensis_6mer,Lacticaseibacillus,parahuelsenbergensis,Lacticaseibacillus_parahuelsenbergensis
5964,GCF_030770295.1_Lacticaseibacillus_styriensis_6mer,Lacticaseibacillus,styriensis,Lacticaseibacillus_styriensis
5965,GCF_030845175.1_Coralliovum_pocilloporae_6mer,Coralliovum,pocilloporae,Coralliovum_pocilloporae
5966,GCF_030845195.1_Sanyastnella_coralliicola_6mer,Sanyastnella,coralliicola,Sanyastnella_coralliicola
5967,GCF_030845255.1_Achromobacter_aegrifaciens_6mer,Achromobacter,aegrifaciens,Achromobacter_aegrifaciens
5968,GCF_030848765.1_Shewanella_oncorhynchi_6mer,Shewanella,oncorhynchi,Shewanella_oncorhynchi
5969,GCF_030849025.1_Oceanimonas_pelagia_6mer,Oceanimonas,pelagia,Oceanimonas_pelagia
5970,GCF_030863805.1_Kineothrix_sp__MB12-C1_6mer,Kineothrix,sp,Kineothrix_sp
5971,GCF_030863865.1_Streptomyces_rochei_6mer,Streptomyces,rochei,Streptomyces_rochei
5972,GCF_030863885.1_Paracoccus_actinidiae_6mer,Paracoccus,actinidiae,Paracoccus_actinidiae
5973,GCF_030864005.1_Achromobacter_seleniivolatilans_6mer,Achromobacter,seleniivolatilans,Achromobacter_seleniivolatilans
5974,GCF_030866745.1_Sphingomonas_flavescens_6mer,Sphingomonas,flavescens,Sphingomonas_flavescens
5975,GCF_030866765.1_Paenibacillus_silvisoli_6mer,Paenibacillus,silvisoli,Paenibacillus_silvisoli
5976,GCF_030866785.1_Agromyces_silvae_6mer,Agromyces,silvae,Agromyces_silvae
5977,GCF_030866805.1_Microbacterium_terrisoli_6mer,Microbacterium,terrisoli,Microbacterium_terrisoli
5978,GCF_030866825.1_Rathayibacter_soli_6mer,Rathayibacter,soli,Rathayibacter_soli
5979,GCF_030908325.1_Bacillus_swezeyi_6mer,Bacillus,swezeyi,Bacillus_swezeyi
5980,GCF_030908365.1_Aestuariibaculum_sp__YM273_6mer,Aestuariibaculum,sp,Aestuariibaculum_sp
5981,GCF_030908385.1_Mangrovimonas_sp__YM274_6mer,Mangrovimonas,sp,Mangrovimonas_sp
5982,GCF_030908405.1_Aminobacterium_sp__MB27-C1_6mer,Aminobacterium,sp,Aminobacterium_sp
5983,GCF_030908465.1_Anaerotignum_sp__MB30-C6_6mer,Anaerotignum,sp,Anaerotignum_sp
5984,GCF_030908605.1_Geobacillus_kaustophilus_6mer,Geobacillus,kaustophilus,Geobacillus_kaustophilus
5985,GCF_030908625.1_Paludihabitans_sp__MB14-C6_6mer,Paludihabitans,sp,Paludihabitans_sp
5986,GCF_030931035.1_Thiothrix_lacustris_6mer,Thiothrix,lacustris,Thiothrix_lacustris
5987,GCF_031128465.2_Mariniflexile_litorale_6mer,Mariniflexile,litorale,Mariniflexile_litorale
5988,GCF_031198435.1_Pleionea_litopenaei_6mer,Pleionea,litopenaei,Pleionea_litopenaei
5989,GCF_031199195.1_Bacillus_aerius_6mer,Bacillus,aerius,Bacillus_aerius
5990,GCF_031199375.1_Lysobacter_yananisis_6mer,Lysobacter,yananisis,Lysobacter_yananisis
5991,GCF_031201145.1_Truepera_radiovictrix_6mer,Truepera,radiovictrix,Truepera_radiovictrix
5992,GCF_031202285.1_Terrisporobacter_mayombei_6mer,Terrisporobacter,mayombei,Terrisporobacter_mayombei
5993,GCF_031202855.1_Pelagibacterium_sp__H642_6mer,Pelagibacterium,sp,Pelagibacterium_sp
5994,GCF_031297465.1_Staphylococcus_rostri_6mer,Staphylococcus,rostri,Staphylococcus_rostri
5995,GCF_031326125.1_Nitratidesulfovibrio_liaohensis_6mer,Nitratidesulfovibrio,liaohensis,Nitratidesulfovibrio_liaohensis
5996,GCF_031326205.1_Flavobacterium_nakdongensis_6mer,Flavobacterium,nakdongensis,Flavobacterium_nakdongensis
5997,GCF_031326225.1_Undibacterium_cyanobacteriorum_6mer,Undibacterium,cyanobacteriorum,Undibacterium_cyanobacteriorum
5998,GCF_031326345.1_Aureispira_sp__CCB-E_6mer,Aureispira,sp,Aureispira_sp
5999,GCF_031344995.1_Streptomyces_roseicoloratus_6mer,Streptomyces,roseicoloratus,Streptomyces_roseicoloratus
6000,GCF_031356765.1_Paraburkholderia_phenoliruptrix_6mer,Paraburkholderia,phenoliruptrix,Paraburkholderia_phenoliruptrix
6001,GCF_031432975.1_Buttiauxella_selenatireducens_6mer,Buttiauxella,selenatireducens,Buttiauxella_selenatireducens
6002,GCF_031445945.1_Snodgrassella_communis_6mer,Snodgrassella,communis,Snodgrassella_communis
6003,GCF_031582865.1_Stenotrophomonas_sp__9_6mer,Stenotrophomonas,sp,Stenotrophomonas_sp
6004,GCF_031583125.1_Pseudomonas_coleopterorum_6mer,Pseudomonas,coleopterorum,Pseudomonas_coleopterorum
6005,GCF_031583575.1_Thalassotalea_nanhaiensis_6mer,Thalassotalea,nanhaiensis,Thalassotalea_nanhaiensis
6006,GCF_031583595.1_Thalassotalea_psychrophila_6mer,Thalassotalea,psychrophila,Thalassotalea_psychrophila
6007,GCF_031593255.1_Streptomyces_violaceus_6mer,Streptomyces,violaceus,Streptomyces_violaceus
6008,GCF_031598375.1_Temperatibacter_marinus_6mer,Temperatibacter,marinus,Temperatibacter_marinus
6009,GCF_031599675.1_Paenibacillus_pedocola_6mer,Paenibacillus,pedocola,Paenibacillus_pedocola
6010,GCF_031656215.1_Mesorhizobium_koreense_6mer,Mesorhizobium,koreense,Mesorhizobium_koreense
6011,GCF_031656915.1_Nocardioides_terrisoli_6mer,Nocardioides,terrisoli,Nocardioides_terrisoli
6012,GCF_031679605.1_Streptomyces_luomodiensis_6mer,Streptomyces,luomodiensis,Streptomyces_luomodiensis
6013,GCF_031753935.1_Brevibacillus_borstelensis_6mer,Brevibacillus,borstelensis,Brevibacillus_borstelensis
6014,GCF_031754575.1_Stenotrophomonas_geniculata_6mer,Stenotrophomonas,geniculata,Stenotrophomonas_geniculata
6015,GCF_031760945.1_Aeribacillus_composti_6mer,Aeribacillus,composti,Aeribacillus_composti
6016,GCF_031826515.1_Thalassobellus_suaedae_6mer,Thalassobellus,suaedae,Thalassobellus_suaedae
6017,GCF_031834635.1_Xanthomonas_hawaiiensis_6mer,Xanthomonas,hawaiiensis,Xanthomonas_hawaiiensis
6018,GCF_031843265.2_Listeria_swaminathanii_6mer,Listeria,swaminathanii,Listeria_swaminathanii
6019,GCF_031844685.1_Actinacidiphila_sp__ITFR-21_6mer,Actinacidiphila,sp,Actinacidiphila_sp
6020,GCF_031851795.1_Pontibacter_sp__G13_6mer,Pontibacter,sp,Pontibacter_sp
6021,GCF_031885415.1_Microbacterium_forte_6mer,Microbacterium,forte,Microbacterium_forte
6022,GCF_031885465.1_Trueperella_abortisuis_6mer,Trueperella,abortisuis,Trueperella_abortisuis
6023,GCF_031886125.1_Halomonas_piscis_6mer,Halomonas,piscis,Halomonas_piscis
6024,GCF_031953825.1_Arcobacter_cryaerophilus_gv__pseudocryaerophilus_6mer,Arcobacter,cryaerophilus,Arcobacter_cryaerophilus
6025,GCF_032095375.1_Flavobacterium_capsici_6mer,Flavobacterium,capsici,Flavobacterium_capsici
6026,GCF_032100785.1_Demequina_capsici_6mer,Demequina,capsici,Demequina_capsici
6027,GCF_032108445.1_Micromonospora_halotolerans_6mer,Micromonospora,halotolerans,Micromonospora_halotolerans
6028,GCF_032121415.1_Streptomyces_parvus_6mer,Streptomyces,parvus,Streptomyces_parvus
6029,GCF_032163395.1_Gloeocapsopsis_dulcis_6mer,Gloeocapsopsis,dulcis,Gloeocapsopsis_dulcis
6030,GCF_032164335.1_Winslowiella_toletana_6mer,Winslowiella,toletana,Winslowiella_toletana
6031,GCF_032173255.1_Kluyvera_cryocrescens_6mer,Kluyvera,cryocrescens,Kluyvera_cryocrescens
6032,GCF_032191775.1_Rhodoferax_mekongensis_6mer,Rhodoferax,mekongensis,Rhodoferax_mekongensis
6033,GCF_032268605.1_Paenibacillus_aurantius_6mer,Paenibacillus,aurantius,Paenibacillus_aurantius
6034,GCF_032271945.1_Paenibacillus_roseopurpureus_6mer,Paenibacillus,roseopurpureus,Paenibacillus_roseopurpureus
6035,GCF_032341995.1_Domibacillus_sp__DTU_2020_1001157_1_SI_ALB_TIR_016_6mer,Domibacillus,sp,Domibacillus_sp
6036,GCF_032393075.1_Rhodococcoides_kroppenstedtii_6mer,Rhodococcoides,kroppenstedtii,Rhodococcoides_kroppenstedtii
6037,GCF_032395385.1_Brenneria_uluponensis_6mer,Brenneria,uluponensis,Brenneria_uluponensis
6038,GCF_032395985.1_Paraflavitalea_speifideaquila_6mer,Paraflavitalea,speifideaquila,Paraflavitalea_speifideaquila
6039,GCF_032397745.1_Bradyrhizobium_prioriisuperbiae_6mer,Bradyrhizobium,prioriisuperbiae,Bradyrhizobium_prioriisuperbiae
6040,GCF_032460525.1_Geodermatophilus_sp__DSM_44513_6mer,Geodermatophilus,sp,Geodermatophilus_sp
